Name,Address,Cuisine,Longitude,Latitude,Award,GreenStar,FacilitiesAndServices,Description,Currency,Price Level,City,Country,State
Plumed Horse,"14555 Big Basin Way, Saratoga, 95070, USA",Contemporary,-122.0352659,37.2563623,1 Star,0,"Air conditioning,Interesting wine list,Restaurant offering vegetarian menus,Terrace,Valet parking,Wheelchair access","There has been a Plumed Horse in this spot since 1952, though this decade-old iteration is by far the best. The décor exudes warmth, and the setting is elegant, yet comfortable.This inventive kitchen turns out upscale modern cooking. Duck consommé, poured tableside and enhanced with meaty mushrooms and a bright English pea flan, is as impressive to the eye as it is to the palate, while locally sourced abalone is finished with XO sauce for a pop of flavor. The decadent black pepper- and parmesan-soufflé with an uni petal is of the dive-right-in variety.Almond cake with cocoa-nib mousse and orange foam is decadent, but wait for the rows of chocolates from Chocolaterie by Angelica, wheeled over in a glass-domed cart.",$,4,Saratoga,USA,California
The Village Pub,"2967 Woodside Rd., Woodside, 94062, USA",Contemporary,-122.25178,37.42897,1 Star,0,"Air conditioning,Brunch,Interesting wine list,Terrace,Wheelchair access","Despite the sophisticated setting, the cuisine here is surprisingly approachable, from platters of house charcuterie served with fire-warmed artisan bread to the superb lobster bisque with braised new potatoes and fennel available in both the cozy front lounge and more formal dining area. It’s there that the kitchen shines its brightest though, with such elaborate entrées as ricotta gnudi neatly arranged with chanterelles à la Grecque, tender squash and golden raisins. The popular key lime tart is an equally impressive display—its crisp and perfect shell topped with toasted marshmallows, viola petals and meringue batons. Given the clientele, the wine list is designed to court deep pockets with an outstanding selection of French vintages, particularly Bordeaux.",$,3,Woodside,USA,California
Sushi Shin,"312 Arguello St., Redwood City, 94063, USA",Japanese,-122.2323102,37.4871305,1 Star,0,"Air conditioning,Counter dining,Wheelchair access","Redwood City is undoubtedly quaint yet lively, but this silent charmer is a delightful reprieve. It's a serene space with warm-toned walls, plush seats, and that esteemed L-shaped counter. Soft tunes appear to keep pace with enthusiastic and gliding servers.Chef Jason Zhan puts on an impressive show at his counter: his movements are efficient and adroit, his technique is precise, and he manages to handle the full load more or less single-handedly with minor assists from his servers. Diners fortunate enough to be perched in front of him may be presented with the likes of sea water eel braised in dashi and topped with plum sauce; followed by sardine tartare imbued with ginger and scallions. Next up, excellent quality nigiri with delicate seasoning, as exemplified by salmon, uni, and scallop.Each seafood item served is sourced meticulously according to the seasons and handled with the utmost care, as explained by the chef throughout the course of his generous tasting, employing both traditional methods (curing and aging) as well as modern ones (flash-freezing and vacuum packing) to maximize the impact of every single bite.",$,4,Redwood City,USA,California
Auberge du Soleil,"180 Rutherford Hill Rd., Rutherford, 94573, USA",Californian,-122.40534,38.49199,1 Star,0,"Air conditioning,Brunch,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access","Auberge du Soleil is one of the first restaurants to elevate the Napa Valley to greatness, and Chef Robert Curry has been ensuring its legacy with cooking that is the very definition of Californian cuisine. As might be expected from this perch overlooking the mountains and vineyards, the wine list is notable and proudly showcases local growers.The chef's tasting menu invites guests to control how their experience unfolds. Begin with an elegant soup of sweet white corn poured tableside. Layered with bay shrimp and a cube of toasted brioche topped with tarragon crème fraîche, it is rich and creamy. Dishes continue to dazzle all the way through to dessert, where a stunning fig plate, complete with lemon gelée and fig leaf gelato, is an absolute delight.",$,4,Rutherford,USA,California
Sushi Kaneyoshi,"250 E. 1st St., B1, Los Angeles, 90012, USA",Japanese,-118.2413626,34.0500651,1 Star,0,"Air conditioning,Car park,Counter dining","There's tucked away and then there's Sushi Kaneyoshi. This clandestine (read: frustratingly difficult to find) sushi counter is in the most unexpected of places, but step inside this serene, minimalist showpiece and be transported to Japan. Great care is taken with every detail, whether it's the quality of ingredients or the artful plating—some of the pottery is even handmade by Chef Yoshiyuki Inoue. Highlights include stunning seared ocean perch tucked between a sheet of crisp nori; West Coast oyster braised in soy and served warm; and slightly smoked prawns coated in a lush egg yolk and soy sauce. The nigiri is excellent and tempura is also part of this experience where nothing is overlooked, even a bowl of simple-seeming miso soup.",$,4,Los Angeles,USA,California
Morihiro,"3133 Glendale Blvd., Los Angeles, 90039, USA",Japanese,-118.2625547,34.1166298,1 Star,0,"Air conditioning,Counter dining","As Chef Morihiro Onodera is one of the legends who helped establish LA's sushi culture, it comes as no surprise that his omakase is a standout. The little bites and dishes that precede the nigiri can often feel like a second thought at most counters, but that's far from the case here, where the omakase yields an impressive amount of food. His food is personal: the majority of the seafood comes from Toyosu; he uses Akitakomachi rice from his hometown of Iwate Prefecture; and all of the food is served on his handmade pottery. This meal is also original, fusing the style of cha-kaiseki with traditional omakase. Diners are treated to a parade of flavors ending with the richest, though tuna is clearly the star. Finish with matcha green tea and homemade sweets.",$,4,Los Angeles,USA,California
The Restaurant at JUSTIN,"11680 Chimney Rock Rd., Paso Robles, 93446, USA",Californian,-120.9113324,35.6563869,1 Star,1,"Air conditioning,Car park,Terrace","Make your way through winding roads to find this lush retreat nestled within the Justin Winery. This restaurant champions local product sourced nearby and from the property's own 150-tree orchard, edible flower fields, vegetable and herb gardens and apiary. Whether your table is on the patio or in the dining room, expect to be enchanted by views of rolling hills and vineyards and cared for by a team that is serious about hospitality. Chef Rachel Haggstrom and her team flex their creativity across a single tasting menu. There’s no leaving hungry, and recent highlights include apple and sunchoke velouté, warm gougères filled with mornay sauce, and Santa Barbara spiny lobster with salsify. Back vintages of the estate’s wines are amiably priced.",$,4,Paso Robles,USA,California
Valle,"222 N. Pacific St., Oceanside, 92056, USA",Mexican,-117.3833257,33.1945986,1 Star,0,"Great view,Wheelchair access","Celebrated chef Roberto Alcocer brings his refined, modern expression of Mexican cuisine stateside at this elegant space in the Mission Pacific Hotel, overlooking the scenic Oceanside Pier. The name is a nod to the Guadalupe Valley of Baja California, Mexico’s premier viticultural region, and the source of a plethora of interesting options on the wine list. Diners can enjoy an eight-course tasting in the dining room or a chef’s table experience in the kitchen. Dishes strike a winning balance between tradition and creativity, as in a tetela made with heirloom corn masa and hoja santa, filled with juicy chanterelle mushrooms and creamy goat cheese, and paired with a complex salsa of morita chiles—at once earthy and bright.",$,4,Oceanside,USA,California
Caruso's,"1773 S. Jameson Ln., Montecito, 93108, USA",Californian,-119.6257156,34.4200948,1 Star,1,"Air conditioning,Car park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access","The Rosewood Miramar Beach is its home and contemporary Californian food with Italian leanings is the kitchen's dictum. Housed in a separate structure and set back on the water, make the small walk to arrive at this elegant retreat. The dining room is beautifully attired with leather booths, linen-robed tables and white chairs, all of which afford views of the crashing waves. But make no mistake, the seasonal prix-fixe takes center stage along with a focus on regional products (California wheat milled in-house; sea urchin procured from a local diver). Santa Barbara bluefin tartare, garnished with thinly sliced Taggiasca olives and dots of tofu aioli along with a creamy almond granita, takes a familiar ingredient and transforms it into something original.",$,4,Montecito,USA,California
Gucci Osteria da Massimo Bottura,"347 N. Rodeo Dr., Beverly Hills, 90210, USA",Italian,-118.4024313,34.0683993,1 Star,0,"Air conditioning,Interesting wine list,Terrace,Wheelchair access","Chef Massimo Bottura has put the talented Mattia Agazzi in charge of this kitchen housed within the Gucci boutique on Rodeo Drive, and the results are very impressive indeed. This is cooking that is at once whimsical and grounded. Seafood salad arrives perfectly warm and tender, dressed with lemon, olive oil and shaved radish; while risotto is camouflaged as pizza with tomato, stracciatella and burnt caper dust evoking the taste of a charred crust. Thumb-sized tortellini, filled with the classic mortadella, veal and prosciutto mixture, sits pretty in a glossy pool of Parmigiano Reggiano-enriched sauce.The meal ends with a concise choice of desserts, including the colorfully named ""A Bunch of Flowers,"" with a scoop of chamomile ice cream on green apple sauce with candied lemon peel.",$,4,Beverly Hills,USA,California
